151.0865	151.0865	65664.0086
152.0619	152.0619	459792.2872
153.0572	153.0572	71260.9244
153.0698	153.0698	133105.5445
153.1021	153.1021	64000.8518
154.0650	154.0650	1141309.648
154.9690	154.9690	2333074.421
155.0602	155.0602	354783.7082
155.0683	155.0683	114926.9469
155.0728	155.0728	106880.2439
156.0680	156.0680	324588.9234
156.0807	156.0807	475893.389
157.0759	157.0759	498996.1195
157.1083	157.1083	62608.1243
158.0599	158.0599	76992.304
158.0837	158.0837	276663.8635
158.0963	158.0963	105905.092
159.0916	159.0916	896564.6183
160.0756	160.0756	178981.1612
160.0949	160.0949	73667.359
162.0548	162.0548	77871.1423
163.0541	163.0541	201978.9971
164.0493	164.0493	71058.3955
164.9204	164.9204	27764538.23
164.9296	164.9296	375923.7885
165.0697	165.0697	368584.0643
165.9197	165.9197	169047.6918
166.0649	166.0649	442901.7385
166.9161	166.9161	1160242.113
166.9246	166.9246	175502.6973
167.0602	167.0602	187521.3026
167.0728	167.0728	1061172.436
168.0568	168.0568	66907.9101
168.0680	168.0680	227466.2734
168.0762	168.0762	107866.6445
168.0806	168.0806	494499.4903
169.0646	169.0646	177445.0074
169.0759	169.0759	585849.2287
170.0599	170.0599	1424998.48
170.0680	170.0680	8862.8676
170.0711	170.0711	29024.3897
170.0792	170.0792	49925.6775
170.0837	170.0837	31903.9725
170.0962	170.0962	130496.6171
170.9429	170.9429	5243.4092
171.0003	171.0003	85114.9446
171.0139	171.0139	15702.2895
171.0503	171.0503	7059.8867
171.0551	171.0551	18386.7884
171.0632	171.0632	132502.0139
171.0763	171.0763	2239.8522
171.0803	171.0803	2239.7155
171.0915	171.0915	142689.9339
171.0996	171.0996	5138.7044
171.1126	171.1126	8444.5322
171.1490	171.1490	2141.1951
172.0343	172.0343	5348.3692
172.0707	172.0707	2448.5191
172.0755	172.0755	90793.7975
172.0867	172.0867	11808.9285
172.0948	172.0948	4965.1616
172.0993	172.0993	2537.8647
172.1078	172.1078	3340.4123
172.1119	172.1119	21095.9238
173.0296	173.0296	96957.176
173.0660	173.0660	12475.6016
173.0708	173.0708	28514.2497
173.1072	173.1072	28247.1459
173.1284	173.1284	6646.9597
174.0137	174.0137	23240.5352
174.0250	174.0250	2060.2457
174.0463	174.0463	17627.6684
174.0548	174.0548	6738.0508
174.0661	174.0661	2304.7027
174.0912	174.0912	33983.1246
174.1025	174.1025	10070.127
174.1276	174.1276	3139.5066
174.1348	174.1348	2237.7755
175.0415	175.0415	2264.1903
175.0817	175.0817	18888.533
175.0840	175.0840	5897.2097
175.0865	175.0865	29492.4431
175.1188	175.1188	27173.3014
175.1229	175.1229	2770.4008
176.0405	176.0405	2643.3904
176.0619	176.0619	132501.1318
176.0657	176.0657	9593.4694
176.0705	176.0705	4174.4272
176.0817	176.0817	11908.7123
176.1069	176.1069	8444.5311
176.1181	176.1181	22247.7102
177.0246	177.0246	2322.4575
177.0572	177.0572	47077.3848
177.0633	177.0633	20946.8639
177.0654	177.0654	12620.2997
177.0697	177.0697	40076.381
177.0745	177.0745	3717.6254
177.0770	177.0770	4524.277
177.0997	177.0997	21060.9261
177.1021	177.1021	15895.1946
177.1384	177.1384	2061.1649
178.0586	178.0586	22888.6865
178.0609	178.0609	10843.2022
178.0650	178.0650	134297.3337
