150.0464	150.0464	2924.6801
150.8959	150.8959	2075.8274
150.9854	150.9854	5350.5461
151.0179	151.0179	8058.6841
151.0241	151.0241	14377.57
151.0416	151.0416	7018.1094
151.0497	151.0497	15609.4049
151.0542	151.0542	22012.1401
151.0865	151.0865	22097.1447
151.1229	151.1229	14045.916
152.0018	152.0018	8627.3027
152.0194	152.0194	3964.9046
152.0494	152.0494	28242.2139
152.0620	152.0620	692848.9464
152.0705	152.0705	8723.0023
152.0818	152.0818	9162.3327
152.1069	152.1069	4554.3261
152.9827	152.9827	4310.3266
152.9970	152.9970	3535.5327
153.0223	153.0223	2363.1664
153.0446	153.0446	19483.9749
153.0572	153.0572	64435.969
153.0653	153.0653	77639.3649
153.0698	153.0698	211743.2938
153.1022	153.1022	14463.5926
153.1385	153.1385	12989.4446
153.9850	153.9850	3323.9651
154.0175	154.0175	11953.6918
154.0350	154.0350	19574.4608
154.0525	154.0525	3088.2105
154.0606	154.0606	3701.7521
154.0650	154.0650	633016.1562
154.0731	154.0731	22167.0001
154.0776	154.0776	19067.2692
154.0862	154.0862	4099.0575
154.1225	154.1225	4378.6636
154.9073	154.9073	6652.7969
154.9135	154.9135	2042.2195
154.9327	154.9327	41602.5755
154.9440	154.9440	4266.5011
154.9669	154.9669	3041.2617
154.9690	154.9690	99292.0523
154.9861	154.9861	10818.6262
154.9952	154.9952	4739.7594
155.0126	155.0126	3613.4368
155.0190	155.0190	20420.1683
155.0490	155.0490	13804.0511
155.0603	155.0603	274697.6753
155.0683	155.0683	58933.7627
155.0701	155.0701	14831.8119
155.0728	155.0728	56142.4601
155.0813	155.0813	3175.9134
155.0854	155.0854	31412.5531
155.0927	155.0927	3230.7463
155.1178	155.1178	6059.6051
155.9280	155.9280	49599.2819
155.9327	155.9327	23057.5653
156.0030	156.0030	27877.9072
156.0331	156.0331	9147.3101
156.0394	156.0394	9820.1592
156.0443	156.0443	19480.3866
156.0506	156.0506	2972.3144
156.0555	156.0555	18707.5967
156.0614	156.0614	3163.2041
156.0636	156.0636	22011.8647
156.0681	156.0681	145091.0287
156.0763	156.0763	2325.9857
156.0807	156.0807	250978.8207
156.9292	156.9292	107723.9823
156.9871	156.9871	2199.2431
156.9983	156.9983	47834.9646
157.0109	157.0109	2440.7724
157.0283	157.0283	2411.5833
157.0347	157.0347	83925.54
157.0396	157.0396	3068.5433
157.0521	157.0521	10642.0785
157.0634	157.0634	16271.4827
