150.0913	150.0913	4354.0344
151.0477	151.0477	7382.7243
151.0501	151.0501	21417.7796
151.0865	151.0865	180176.5546
151.0954	151.0954	5695.6737
151.0978	151.0978	11609.5951
151.1229	151.1229	110899.0755
152.0342	152.0342	6080.422
152.0620	152.062	175562.9518
152.0705	152.0705	183119.6713
152.0818	152.0818	179919.5607
152.0899	152.0899	4371.4885
152.0917	152.0917	12523.0167
152.1069	152.1069	160114.9489
152.1181	152.1181	13433.2888
152.1262	152.1262	3532.832
152.1433	152.1433	6437.0051
153.0572	153.0572	14863.9344
153.0634	153.0634	6009.9345
153.0658	153.0658	174043.7624
153.0698	153.0698	74304.3226
153.0739	153.0739	3156.9441
153.1021	153.1021	186783.6784
153.1134	153.1134	5413.2508
153.1385	153.1385	91859.577
154.0473	154.0473	7176.6255
154.0498	154.0498	28059.5575
154.0610	154.061	8767.0024
154.0650	154.065	547914.444
154.0776	154.0776	4973.9988
154.0861	154.0861	230276.1126
154.0974	154.0974	112699.0191
154.1225	154.1225	196446.4038
154.9691	154.9691	7667.938
155.0450	155.045	11215.3796
155.0539	155.0539	3701.8328
155.0603	155.0603	114047.6724
155.0684	155.0684	41610.9695
155.0728	155.0728	66871.9123
155.0814	155.0814	264602.4061
155.0854	155.0854	16658.7074
155.0895	155.0895	5366.454
155.0926	155.0926	112797.9991
155.1178	155.1178	111896.3668
155.1259	155.1259	4854.2896
156.0631	156.0631	3038.9295
156.0654	156.0654	56553.2024
156.0681	156.0681	115030.6462
156.0767	156.0767	57671.8056
156.0807	156.0807	310754.2587
156.0848	156.0848	5480.1692
156.1018	156.1018	171004.8283
156.1131	156.1131	49906.9292
156.1382	156.1382	46665.4744
157.0607	157.0607	40059.9354
157.0647	157.0647	18120.5889
157.0760	157.076	223225.4579
157.0841	157.0841	18827.2579
157.0885	157.0885	29189.3946
157.0971	157.0971	272561.3886
157.1011	157.1011	4820.1507
157.1052	157.1052	3109.7212
157.1083	157.1083	488153.0769
157.1335	157.1335	29796.2288
158.0600	158.06	58807.7548
158.0811	158.0811	560631.9877
158.0837	158.0837	167541.2164
158.0923	158.0923	121434.6065
158.0963	158.0963	110184.1308
158.1004	158.1004	4897.3066
158.1117	158.1117	15109.8885
158.1175	158.1175	73394.4416
159.0678	159.0678	23539.254
159.0763	159.0763	63145.5575
159.0804	159.0804	13547.2032
159.0845	159.0845	23461.5324
159.0872	159.0872	5760.1481
159.0916	159.0916	1008667.307
159.1127	159.1127	48538.0418
159.1239	159.1239	349681.4686
160.0280	160.028	135779.2994
160.0370	160.037	27343.2102
160.0603	160.0603	4810.1185
160.0756	160.0756	177365.0658
160.0868	160.0868	44676.679
160.0950	160.095	81458.8554
160.0967	160.0967	714373.8182
160.1079	160.1079	146412.7035
160.1120	160.112	33797.5714
160.1273	160.1273	6701.2505
160.9327	160.9327	71724.3676
161.0596	161.0596	8691.5205
161.0683	161.0683	4016.8706
161.0708	161.0708	55173.2964
161.0789	161.0789	5074.7219
161.0820	161.082	3071.077
161.0919	161.0919	83128.0585
161.0960	161.096	5236.382
161.1000	161.1	27537.417
161.1072	161.1072	35184.183
162.0548	162.0548	70873.9878
162.0610	162.061	42519.5897
162.0637	162.0637	3480.5499
162.0660	162.066	22736.4739
162.0759	162.0759	32686.6991
162.0912	162.0912	89663.2785
162.1024	162.1024	80400.8716
162.1123	162.1123	5409.4761
162.1276	162.1276	7758.1777
162.9297	162.9297	11569.0282
163.0501	163.0501	11311.8568
163.0541	163.0541	39276.1823
163.0841	163.0841	3121.1517
163.0864	163.0864	121202.7871
163.0977	163.0977	7218.0582
163.1076	163.1076	15307.6068
163.1228	163.1228	33880.34
164.0452	164.0452	3677.7754
164.0494	164.0494	8172.922
164.0704	164.0704	82769.1816
164.0794	164.0794	11958.583
164.0817	164.0817	134236.9961
164.0916	164.0916	73619.8272
164.1069	164.1069	49602.1851
164.1181	164.1181	42915.8609
164.1432	164.1432	3689.6483
164.9204	164.9204	88060.8859
165.0634	165.0634	19107.636
165.0658	165.0658	101342.806
165.0698	165.0698	172354.3943
165.0770	165.077	25291.4864
165.1021	165.1021	285516.3996
165.1134	165.1134	12365.8325
165.1385	165.1385	30478.4743
166.0449	166.0449	25286.6699
166.0498	166.0498	25870.3871
166.0610	166.061	40486.2193
166.0650	166.065	172024.0357
166.0732	166.0732	9264.3686
166.0776	166.0776	5539.9724
166.0861	166.0861	146159.8445
166.0974	166.0974	161749.9897
166.1055	166.1055	10343.02
166.1225	166.1225	67747.2119
166.1338	166.1338	16405.9885
167.0450	167.045	15534.0075
167.0603	167.0603	78371.957
167.0728	167.0728	560814.3427
167.0814	167.0814	221106.5243
167.0854	167.0854	12120.4275
167.0895	167.0895	3204.0927
167.0926	167.0926	99728.026
167.1178	167.1178	202738.8525
167.1291	167.1291	3502.2363
167.1541	167.1541	88285.3134
168.0569	168.0569	6073.8435
168.0654	168.0654	118934.4222
168.0681	168.0681	66173.6942
168.0742	168.0742	20148.7221
168.0764	168.0764	74757.0957
168.0806	168.0806	352736.8141
168.0848	168.0848	5502.7791
168.1018	168.1018	200872.5309
168.1130	168.113	97659.5048
168.1211	168.1211	5648.2894
168.1382	168.1382	143659.694
169.0346	169.0346	5303.2347
169.0582	169.0582	6421.905
169.0606	169.0606	77933.0992
169.0646	169.0646	50062.4305
